Name,Finish,Duration,run,iterations,Fleetsize,Price1,Price2,Spacing,Demand Factor Adjust,Max Deviation Factor,Opt out distance,demand,served,serviceratio,alternate,serviceMSA,devFactP_MSA,walkTP_MSA,waitTP_MSA,devFactO_MSA,walkTO_MSA,waitTO_MSA.append
Iteration_2023-02-24_14:30:48,14:30:48,17.131729,10,4,4,17,0.375,0,1,2,0.7,"[19, 17, 17, 17]","[19, 17, 17, 17]","[1.0, 1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0372268391605595, 1.0496357855474125, 1.0558402587408393, 1.0558402587408393]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.024429349731776, 1.0361916292322608, 1.0420727689825033, 1.0420727689825033]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:31:02,14:31:02,13.95328,11,3,4,17,0.375,0,1,2,0.7,"[23, 22, 22, 22]","[23, 22, 22, 22]","[1.0, 1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.1013705581189281, 1.135160744158571, 1.135160744158571]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.004124088882814, 1.005748729957862, 1.005748729957862]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:31:16,14:31:16,13.606498,12,3,4,17,0.375,0,1,2,0.7,"[20, 20, 20]","[20, 20, 20]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.042181711723172, 1.0562422822975626, 1.0562422822975626]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0176167118266641, 1.0234889491022188, 1.0234889491022188]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:31:29,14:31:29,12.824989,13,3,4,17,0.375,0,1,2,0.7,"[13, 13, 13]","[13, 13, 13]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.057047251831586, 1.0760630024421147, 1.0760630024421147]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:31:42,14:31:42,13.14881,14,3,4,17,0.375,0,1,2,0.7,"[17, 17, 17]","[17, 17, 17]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.1162831052684594, 1.155044140357946, 1.155044140357946]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:31:55,14:31:55,12.825335,15,3,4,17,0.375,0,1,2,0.7,"[24, 23, 23, 23]","[24, 23, 23, 23]","[1.0, 1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0752001924259236, 1.0903626800025694, 1.0903626800025694]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:32:08,14:32:08,12.952798,16,3,4,17,0.375,0,1,2,0.7,"[16, 16, 16]","[16, 16, 16]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.010963208022197, 1.0146176106962628, 1.0146176106962628]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.1058196367200341, 1.1410928489600456, 1.1410928489600456]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:32:30,14:32:30,22.137566,17,5,4,17,0.375,0,1,2,0.7,"[25, 25, 23, 23, 23]","[25, 25, 23, 23, 23]","[1.0, 1.0, 1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.1072202936547209, 1.1429603915396278, 1.159596149590775, 1.1695776044214632, 1.1695776044214632]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0152510869267317, 1.0203347825689757, 1.0235698616140398, 1.0255109090410783, 1.0255109090410783]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:32:43,14:32:43,12.868847,18,3,4,17,0.375,0,1,2,0.7,"[19, 19, 19]","[19, 19, 19]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0506568695939944, 1.0675424927919925, 1.0675424927919925]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:32:56,14:32:56,13.476577,19,3,4,17,0.375,0,1,2,0.7,"[21, 20, 20, 20]","[21, 20, 20, 20]","[1.0, 1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0508483604105212, 1.0708795326934537, 1.0708795326934537]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0073404270153827, 1.0097872360205102, 1.0097872360205102]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:33:10,14:33:10,13.876028,20,3,4,17,0.375,0,1,2,0.7,"[28, 28, 28]","[28, 28, 28]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0399754996040023, 1.0533006661386697, 1.0533006661386697]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.041873233519195, 1.0558309780255932, 1.0558309780255932]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:33:24,14:33:24,13.365116,1,3,4,18,0.375,0,1,2,0.7,"[18, 18, 18]","[18, 18, 18]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0383470870382379, 1.051129449384317, 1.051129449384317]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:33:37,14:33:37,13.2105,2,3,4,18,0.375,0,1,2,0.7,"[17, 16, 17, 17]","[17, 16, 17, 17]","[1.0, 1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0497030655119957, 1.0662707540159941, 1.0662707540159941]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0598264904103003, 1.0398843269402003, 1.0398843269402003]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:33:50,14:33:50,13.164735,3,3,4,18,0.375,0,1,2,0.7,"[19, 18, 18, 18]","[19, 18, 18, 18]","[1.0, 1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.068318585464017, 1.0967846627406908, 1.0967846627406908]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0094031007597386, 1.0125374676796515, 1.0125374676796515]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:34:03,14:34:03,13.425259,4,3,4,18,0.375,0,1,2,0.7,"[12, 12, 11, 11]","[12, 12, 11, 11]","[1.0, 1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0339124138808213, 1.0452165518410952, 1.0452165518410952]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.030302035063031, 1.0404027134173746, 1.0404027134173746]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:34:16,14:34:16,13.102633,5,3,4,18,0.375,0,1,2,0.7,"[21, 21, 21]","[21, 21, 21]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0914520404208585, 1.121936053894478, 1.121936053894478]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.02833641440371, 1.0377818858716132, 1.0377818858716132]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:34:29,14:34:29,13.34886,6,3,4,18,0.375,0,1,2,0.7,"[13, 13, 13]","[13, 13, 13]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0207439147430468, 1.0276585529907292, 1.0276585529907292]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:34:42,14:34:42,12.275685,7,3,4,18,0.375,0,1,2,0.7,"[14, 14, 14]","[14, 14, 14]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0579319666496554, 1.0772426221995406, 1.0772426221995406]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0958093702491891, 1.127745826998919, 1.127745826998919]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:34:55,14:34:55,12.924883,8,3,4,18,0.375,0,1,2,0.7,"[21, 21, 21]","[21, 21, 21]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0128837071368424, 1.0171782761824566, 1.0171782761824566]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0277576159658945, 1.0370101546211927, 1.0370101546211927]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:35:08,14:35:08,13.228724,9,3,4,18,0.375,0,1,2,0.7,"[23, 23, 23]","[23, 23, 23]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0104514616387388, 1.013935282184985, 1.013935282184985]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0391402322131524, 1.0521869762842033, 1.0521869762842033]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:35:21,14:35:21,12.820941,10,3,4,18,0.375,0,1,2,0.7,"[13, 13, 13]","[13, 13, 13]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0335903558811923, 1.044787141174923, 1.044787141174923]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:35:34,14:35:34,13.123094,11,3,4,18,0.375,0,1,2,0.7,"[15, 15, 15]","[15, 15, 15]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0392804178042527, 1.0523738904056703, 1.0523738904056703]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0054987851770856, 1.0073317135694475, 1.0073317135694475]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:35:47,14:35:47,13.422791,12,3,4,18,0.375,0,1,2,0.7,"[17, 17, 17]","[17, 17, 17]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0468685685813024, 1.0624914247750699, 1.0624914247750699]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:36:00,14:36:00,12.673257,13,3,4,18,0.375,0,1,2,0.7,"[11, 11, 11]","[11, 11, 11]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0512909377066257, 1.0683879169421677, 1.0683879169421677]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:36:13,14:36:13,13.192626,14,3,4,18,0.375,0,1,2,0.7,"[15, 14, 14, 14]","[15, 14, 14, 14]","[1.0, 1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.1292034502982884, 1.1830382212559085, 1.1830382212559085]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:36:26,14:36:26,12.670921,15,3,4,18,0.375,0,1,2,0.7,"[18, 18, 18]","[18, 18, 18]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0804584367705738, 1.1072779156940984, 1.1072779156940984]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:36:39,14:36:39,12.633136,16,3,4,18,0.375,0,1,2,0.7,"[15, 15, 15]","[15, 15, 15]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0119598632969424, 1.0159464843959232, 1.0159464843959232]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.1058196367200341, 1.1410928489600456, 1.1410928489600456]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:36:52,14:36:52,12.824521,17,3,4,18,0.375,0,1,2,0.7,"[15, 15, 15]","[15, 15, 15]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0291074407458556, 1.0388099209944741, 1.0388099209944741]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:37:05,14:37:05,13.141603,18,3,4,18,0.375,0,1,2,0.7,"[18, 18, 18]","[18, 18, 18]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0195023122621247, 1.0260030830161664, 1.0260030830161664]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:37:18,14:37:18,13.45857,19,3,4,18,0.375,0,1,2,0.7,"[18, 18, 18]","[18, 18, 18]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0547079337100442, 1.0729439116133923, 1.0729439116133923]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0082579803923055, 1.011010640523074, 1.011010640523074]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:37:32,14:37:32,13.484546,20,3,4,18,0.375,0,1,2,0.7,"[25, 25, 25]","[25, 25, 25]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0430505380350796, 1.057400717380106, 1.057400717380106]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0332655948381517, 1.044354126450869, 1.044354126450869]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:37:45,14:37:45,13.381129,1,3,4,19,0.375,0,1,2,0.7,"[15, 15, 15]","[15, 15, 15]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:37:58,14:37:58,12.40599,2,3,4,19,0.375,0,1,2,0.7,"[11, 11, 11]","[11, 11, 11]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:38:11,14:38:11,13.122648,3,3,4,19,0.375,0,1,2,0.7,"[15, 15, 15]","[15, 15, 15]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.038775022244824, 1.0517000296597654, 1.0517000296597654]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0117538759496734, 1.0156718345995646, 1.0156718345995646]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:38:24,14:38:24,13.288476,4,3,4,19,0.375,0,1,2,0.7,"[10, 10, 10]","[10, 10, 10]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.030302035063031, 1.0404027134173746, 1.0404027134173746]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:38:37,14:38:37,12.991565,5,3,4,19,0.375,0,1,2,0.7,"[18, 18, 18]","[18, 18, 18]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0650040652171855, 1.0866720869562474, 1.0866720869562474]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:38:49,14:38:49,12.387897,6,3,4,19,0.375,0,1,2,0.7,"[10, 10, 10]","[10, 10, 10]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0266707475267745, 1.035560996702366, 1.035560996702366]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:39:02,14:39:02,12.590685,7,3,4,19,0.375,0,1,2,0.7,"[14, 13, 13, 13]","[14, 13, 13, 13]","[1.0, 1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0579319666496554, 1.0772426221995406, 1.0772426221995406]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0958093702491891, 1.136870528927413, 1.136870528927413]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:39:15,14:39:15,12.966825,8,3,4,19,0.375,0,1,2,0.7,"[20, 20, 20]","[20, 20, 20]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0128837071368424, 1.0171782761824566, 1.0171782761824566]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0302810355991578, 1.0403747141322104, 1.0403747141322104]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:39:28,14:39:28,13.173474,9,3,4,19,0.375,0,1,2,0.7,"[22, 22, 22]","[22, 22, 22]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0111979946129344, 1.0149306594839125, 1.0149306594839125]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0391402322131524, 1.0521869762842033, 1.0521869762842033]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:39:41,14:39:41,12.711278,10,3,4,19,0.375,0,1,2,0.7,"[12, 12, 12]","[12, 12, 12]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:39:54,14:39:54,12.516528,11,3,4,19,0.375,0,1,2,0.7,"[12, 12, 12]","[12, 12, 12]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0392804178042527, 1.0523738904056703, 1.0523738904056703]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:41:57,14:41:57,123.92146,12,3,4,19,0.375,0,1,2,0.7,"[16, 16, 16]","[16, 16, 16]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0468685685813024, 1.0624914247750699, 1.0624914247750699]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:42:10,14:42:10,13.132761,13,3,4,19,0.375,0,1,2,0.7,"[9, 9, 9]","[9, 9, 9]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0598394273243965, 1.0797859030991954, 1.0797859030991954]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:42:23,14:42:23,13.177858,14,3,4,19,0.375,0,1,2,0.7,"[13, 13, 13]","[13, 13, 13]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.1453538815855744, 1.1938051754474326, 1.1938051754474326]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:42:36,14:42:36,12.622886,15,3,4,19,0.375,0,1,2,0.7,"[12, 12, 12]","[12, 12, 12]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0681960496902023, 1.0909280662536032, 1.0909280662536032]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:42:48,14:42:48,12.689025,16,3,4,19,0.375,0,1,2,0.7,"[12, 12, 12]","[12, 12, 12]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.1058196367200341, 1.1410928489600456, 1.1410928489600456]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:43:02,14:43:02,13.208075,17,3,4,19,0.375,0,1,2,0.7,"[11, 11, 11]","[11, 11, 11]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0374238523875288, 1.0498984698500384, 1.0498984698500384]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:43:15,14:43:15,13.475757,18,3,4,19,0.375,0,1,2,0.7,"[15, 15, 15]","[15, 15, 15]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0230481872188748, 1.030730916291833, 1.030730916291833]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:43:29,14:43:29,13.354986,19,3,4,19,0.375,0,1,2,0.7,"[13, 13, 13]","[13, 13, 13]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0529709618957974, 1.0706279491943966, 1.0706279491943966]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0094376918769203, 1.0125835891692272, 1.0125835891692272]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:43:42,14:43:42,13.13968,20,3,4,19,0.375,0,1,2,0.7,"[21, 21, 21]","[21, 21, 21]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0300835139016722, 1.0401113518688963, 1.0401113518688963]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.026315920528221, 1.035087894037628, 1.035087894037628]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:43:55,14:43:55,12.897731,1,3,4,20,0.375,0,1,2,0.7,"[13, 13, 13]","[13, 13, 13]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
Iteration_2023-02-24_14:44:07,14:44:07,12.632895,2,3,4,20,0.375,0,1,2,0.7,"[9, 9, 9]","[9, 9, 9]","[1.0, 1.0, 1.0]",False,"[1, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]"
